,,,Name,_RA,_DEC,RVel,SNR,Teff,e_Teff,logg,e_logg,FeH,e_FeH,vt,e_vt,logL,f_logg,Teff-LAMOST,logg-LAMOST,FeH-LAMOST,LAMOST,Vmag,EBV-d,EBV-Na,B0mag,V0mag,g0mag,r0mag,J0mag,Ks0mag,dist,DR3Name_x,ra,ra_error,dec,dec_error,parallax,parallax_error,Gmag,RPmag,BPmag,BP-RP,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,Column0,DR3Name_y,RA,DEC,BP-RP_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
82,138,102,J0832+2450,128.242981,24.833618,80.4,86.4,6128,65,3.91,0.02,-2.38,0.08,1.30,0.06,0.535,0.028,0,6211,4.18,LAMOST,12.161,0.022,0.027,12.557,12.103,12.789,12.163,11.140,10.806,0.00047468572050804784,678598441856664320,128.24321331371706,0.012840046,24.833184274479258,0.010146952,1.9686591523621721,0.016420357,12.052267074584961,11.633778,12.302662,0.6688843,6417.4863,6372.4966,6449.5557,4.0259,3.9909,4.0876,-1.9807,-2.3023,-1.5926,102,6.78598441856664E+17,128.243213313717,24.8331842744793,0.6688843,6408448684416044682,128.242896108828,24.8334171393834,1.33296069099642,MIS,0.2895268,GALEX J083258.3+245000,3,362,362,20.36151,0.1116197,14.98098,0.006344608,26.02549,2.674915,3694.94,21.58651,0.03284067,128.24312,24.54389,1947.247,1952.655,,109.5488,104.2601,0,0.241767,0.2309059,0,0.08860653256527892,0.11066905297208225,0.060851563503236006,12.191992947027918,11.572926436496763,11.963660542019682,14.7432135492,0.6190665105311552,-1.33298584383747
83,140,103,J0834+2307,128.703873,23.126230,131.0,77.6,5386,117,3.37,0.04,-2.61,0.10,1.62,0.10,0.850,0.053,0,5474,3.22,LAMOST,12.369,0.036,0.024,12.786,12.272,12.734,12.236,10.977,10.521,0.00016117592747353848,666281029704313344,128.70394051991357,0.012877355,23.126073279953467,0.00922522,1.322933276921785,0.014777307,12.153586387634277,11.631862,12.495111,0.8632498,6179.1924,6103.4,6270.9624,3.6698,3.642,3.6971,-1.3213,-1.4138,-1.1999,103,6.66281029704313E+17,128.703940519914,23.1260732799535,0.8632498,6408307946925588818,128.70378030917,23.1261647123768,0.624244221994373,MIS,0.4463611,GALEX J083448.9+230734,1,335,335,-999,-999,16.05691,0.01106171,-999,-999,1371.622,13.97099,0.03878977,128.82306,23.55888,1906.433,1925.226,,40.66633,41.04561,1,-99,-99,0,0.10107838134846599,0.12825045046211733,0.07133508152174056,12.366860549537883,11.56052691847826,12.05250800628581,15.7760720652,0.8063336310596227,-1.618682924321826
84,146,104,J0842-0143,130.541382,-1.731691,185.2,31.5,6481,127,4.07,0.03,-3.17,0.13,2.00,0.30,0.472,0.049,0,6320,4.33,LAMOST,13.398,0.030,0.005,13.682,13.319,13.437,13.276,12.406,12.178,0.0004327593378653931,3072527248877613056,130.54149257808834,0.012294974,-1.7321168913204057,0.008463648,1.2070458637759987,0.016971415,13.285998344421387,12.915476,13.502988,0.587512,6594.0806,6573.0312,6616.963,4.1429,4.1093,4.1886,-3.7452,-4.1114,-2.6381,104,3.07252724887761E+18,130.541492578088,-1.73211689132041,0.587512,3206600455787385015,130.541569539985,-1.73205011602918,0.366717241336705,GII,0.2778993,GALEX J084209.9-014355,1,1870.1,0,-999,-999,15.91319,0.004409424,-999,-999,1565.755,6.357346,0.03059019,130.29824,-1.59764,1924.731,1926.173,,46.42204,45.75546,0,-99,-99,-999,0.08373995379988271,0.10390242413435505,0.05684805647341611,13.399085575865644,12.858627943526583,13.202258390621504,15.6917170244,0.5404576323390611,-1.107255930225283
85,147,105,J0845+0150,131.279480,1.836369,202.6,61.7,6237,108,3.98,0.03,-2.30,0.09,1.49,0.07,0.495,0.044,0,6250,3.89,LAMOST,13.078,0.052,0.023,13.320,12.940,13.003,13.158,12.015,11.704,0.0003611594771898632,3078824255048887296,131.2798102403795,0.015210004,1.836203147456412,0.01038432,1.419511381044719,0.018736217,12.929167747497559,12.528473,13.171884,0.6434107,6692.7915,6673.083,6700.821,4.1507,4.1208,4.1916,-2.4737,-2.4927,-2.4097,105,3.07882425504889E+18,131.27981024038,1.83620314745641,0.6434107,2423994467216271012,131.279530512699,1.8363128552043,1.0812174513363,MIS,0.431918,GALEX J084507.0+015010,3,3352.05,3352.05,21.00768,0.0635182,15.84223,0.003002089,14.35254,0.8394545,1671.505,4.620634,0.07125825,131.46263,1.44509,1908.691,1929.982,GR6/pipe/01-vsn/25120-GI5_054009_EY_Hya/g/01-main/0001-img/07-try/qa/spjpeg/GI5_054009_EY_Hya_id009892-ng-prc_int.jpeg,49.55736,48.54471,1,0.1333297,0.1369961,256,0.1942324725233486,0.2416163284112811,0.1322467799426863,12.93026767158872,12.396226220057313,12.73493527497421,15.32632027,0.5340414515314063,-1.0741169124516992
86,153,106,J0845+2053,131.343903,20.898336,141.3,27.3,4993,74,1.85,0.08,-2.42,0.10,2.53,0.10,2.239,0.083,0,5053,1.22,LAMOST,12.031,0.031,0.027,12.744,11.947,12.335,11.749,10.416,9.844,1.9493383622652844e-05,661859034455255296,131.34389942839564,0.018403612,20.898312712915143,0.009656048,0.33241403481758414,0.021786945,11.84555435180664,11.22148,12.28903,1.0675497,,,,,,,,,,106,6.61859034455255E+17,131.343899428396,20.8983127129151,1.0675497,6377706360776166733,131.344002268902,20.8984669313722,0.654108763018128,AIS,0.4934307,GALEX J084522.5+205354,1,106,106,-999,-999,17.68281,0.04005528,-999,-999,306.8137,11.31631,0.03349132,131.28951,20.40768,1923.025,1920.159,,9.096517,9.26939,1,-99,-99,0,0.08398290646113848,0.10845707052103627,0.061027406396083096,12.180572929478965,11.160452593603917,11.761571445345503,17.4403328432,1.0201203358750472,-1.0360036917944475
87,155,108,J0850+4143,132.661987,41.730236,-137.0,19.9,5027,44,1.96,0.07,-2.53,0.11,2.16,0.08,2.141,0.071,0,5125,1.08,LAMOST,12.045,0.029,0.023,12.745,11.967,12.356,11.781,10.430,9.891,5.5471514465598254e-05,912904099154455680,132.66202240204768,0.01251326,41.73017971119465,0.010701318,0.36697534065583626,0.01855459,11.810275077819824,11.209441,12.227843,1.0184021,5400.427,5289.12,5900.5454,2.2823,2.2247,2.4586,-2.3052,-2.6457,-2.1973,108,9.12904099154456E+17,132.662022402048,41.7301797111947,1.0184021,6373906487245280958,132.66192327431,41.7302995832776,0.50710216923051,AIS,0.573195,GALEX J085038.8+414349,1,264,136,-999,-999,17.24894,0.02001357,-999,-999,457.5364,8.431802,0.02879857,133.0614,41.24142,1911.497,1895.502,,13.5652,13.764,1,-99,-99,0,0.07282830545240485,0.09367192665132741,0.05258970341165479,12.134171073348673,11.156851296588345,11.73744677236742,17.040438353200003,0.9773197767603286,-1.1224152735619572
88,158,109,J0852+2627,133.033630,26.458351,-54.6,17.8,5604,111,3.69,0.06,-2.41,0.11,1.55,0.13,0.599,0.069,0,5847,3.72,LAMOST,15.026,0.033,-9.900,15.456,14.937,15.098,14.808,13.812,13.329,4.332944070280718e-05,691015471484504704,133.03364958257978,0.023448091,26.458303806186947,0.013539298,0.4755083222921675,0.029051265,14.870333671569824,14.393774,15.164736,0.77096176,6294.4575,6278.172,6311.4263,4.2282,4.2049,4.2477,-1.4992,-1.4998,-1.4979,109,6.91015471484505E+17,133.03364958258,26.4583038061869,0.77096176,3718955281943630944,133.033859640963,26.4587102783286,1.61232088414985,MIS,0.09657243,GALEX J085208.1+262731,1,1686.75,1686.75,-999,-999,18.2818,0.01516648,-999,-999,176.7172,2.467936,0.03954273,132.92968,26.4838,1895.905,1913.551,,5.239372,5.306451,0,-99,-99,0,0.10481406338718194,0.13197410377283006,0.07299316929077479,15.03276189622717,14.320780830709225,14.765519608182641,17.995510634800002,0.7119810655179446,-1.5026999626364619
89,161,110,J0854+1405,133.575531,14.084297,241.1,15.9,6065,92,4.39,0.03,-3.05,0.13,2.17,0.30,0.037,0.041,0,6047,4.49,LAMOST,14.977,0.038,0.047,15.340,14.876,15.012,14.757,13.843,13.531,0.00016386896789693454,608662291080670208,133.57540567131088,0.025156373,14.084188002651238,0.011018092,1.0226210299391176,0.029804338,14.81804370880127,14.358141,15.101493,0.74335194,6378.8037,6344.2085,6416.056,4.6045,4.557,4.6438,-2.9009,-2.9926,-2.3424,110,6.0866229108067E+17,133.575405671311,14.0841880026512,0.74335194,3126028243502635428,133.575542760017,14.0842800253133,0.582138762052926,GII,0.5970249,GALEX J085418.1+140503,1,796.65,796.65,-999,-999,17.89263,0.02039356,-999,-999,252.8994,4.749095,0.02954053,133.14533,13.65767,1794.098,1969.979,,7.498047,7.54531,32,-99,-99,32,0.07858815329403201,0.09877463201115912,0.054577891652580146,15.002718367988841,14.30356310834742,14.739455555507238,17.6787565628,0.6991552596414206,-1.6837963336705029
90,163,111,J0906+2924,136.536911,29.413280,89.7,16.9,4732,38,1.42,0.12,-3.02,0.17,1.73,0.16,2.576,0.121,1,5012,2.20,LAMOST,14.83,0.041,-9.900,15.498,14.719,14.987,14.429,12.984,12.368,4.06087413508721e-06,699244731901908352,136.53691396320093,0.020769287,29.413277981136467,0.0129703265,0.03583325689739976,0.02718342,14.51699447631836,13.8493805,15.008826,1.1594458,,,,,,,,,,111,6.99244731901908E+17,136.536913963201,29.4132779811365,1.1594458,3847378240269193998,136.537134658178,29.4132768119008,0.692103443360534,MIS,0.04736889,GALEX J090608.9+292447,1,1686.75,0,-999,-999,21.0116,0.06530575,-999,-999,14.30071,0.859962,0.02957314,136.48708,29.43179,1981.374,1920.005,,0.4239924,0.4100568,256,-99,-99,-999,0.07287041307007831,0.09490325483753492,0.053640981486240864,14.913922745162465,13.79573951851376,14.444124063248282,20.797490466400003,1.1181832266487053,-0.9876949831349409
91,166,112,J0908+3119,137.220306,31.328123,172.9,18.6,4674,39,2.06,0.30,-3.74,0.17,2.30,0.20,1.914,0.300,1,4815,1.12,LAMOST,14.931,0.032,0.025,15.754,14.845,15.180,14.545,12.995,12.414,2.7639879279340633e-05,700085583420082176,137.2203142625443,0.020879291,31.3280898968473,0.015573156,-0.018231651261100962,0.027252793,14.60824966430664,13.910307,15.1381445,1.2278376,,,,,,,,,,112,7.00085583420082E+17,137.220314262544,31.3280898968473,1.2278376,6378445278760931169,137.220384722394,31.3283763033813,1.05358400541683,AIS,0.5770389,GALEX J090852.8+311942,1,415,311,-999,-999,21.16002,0.2071844,-999,-999,12.47355,2.379673,0.02402693,136.55015,31.25796,1918.283,1912.794,,0.3698201,0.4003329,1,-99,-99,0,0.058417706407461446,0.07659048339662124,0.043420439566158806,15.061554016603377,13.86688656043384,14.54983195789918,20.9860650268,1.1946674561695367,-1.3875231026086308
92,167,113,J0908+3207,137.108627,32.121304,45.4,23.5,5141,34,2.64,0.19,-2.74,0.17,1.69,0.15,1.500,0.190,1,5210,1.96,LAMOST,14.463,0.025,-9.900,15.074,14.395,14.705,14.238,12.936,12.400,9.086812145557983e-05,712272535942665856,137.1086118942337,0.01964954,32.12120911104551,0.012449888,0.13806009188978308,0.023325952,14.29474925994873,13.700092,14.707236,1.007144,,,,,,,,,,113,7.12272535942666E+17,137.108611894234,32.1212091110455,1.007144,6378445270170996561,137.108469580478,32.1213473500569,0.660256745366203,AIS,0.5394135,GALEX J090826.0+320716,1,202.05,90.05,-999,-999,19.19565,0.06021941,-999,-999,76.16233,4.223251,0.02101349,137.67877,31.88245,1914.698,1904.036,,2.258087,2.342673,0,-99,-99,0,0.05319572811802394,0.06838026478969322,0.0383848260723451,14.638855735210306,13.661707173927654,14.241553531830707,19.0435123324,0.977148561282652,-1.6027025758859699
93,169,114,J0910+3854,137.551437,38.915558,23.7,31.6,4814,43,1.73,0.06,-3.50,0.14,2.14,0.09,2.295,0.061,1,5026,1.84,LAMOST,14.337,0.028,0.012,15.099,14.261,14.522,13.970,12.556,11.970,3.388206501299051e-05,719093356325125248,137.551451784241,0.016847532,38.91551949067719,0.013561211,0.06095242585092071,0.020129072,14.033158302307129,13.390243,14.501693,1.1114502,,,,,,,,,,114,7.19093356325125E+17,137.551451784241,38.9155194906772,1.1114502,6373906503351405700,137.551526548547,38.9156181839831,0.412421693030563,AIS,0.5096713,GALEX J091012.3+385456,1,96,96,-999,-999,19.971,0.1345131,-999,-999,37.29045,4.618834,0.01926965,136.98655,38.65905,1970.27,1949.522,,1.1056,1.131903,1,-99,-99,0,0.04784026148444931,0.062069034585112384,0.03502394155206269,14.439623965414887,13.355219058447938,13.98531804082268,19.831487734,1.0844049069669488,-1.2503024635922966
94,170,115,J0913+0726,138.307617,7.437215,22.1,68.6,6015,72,4.44,0.02,-2.03,0.09,1.30,0.08,-0.029,0.029,0,6000,4.42,LAMOST,12.772,0.030,0.004,13.109,12.692,13.355,12.680,11.660,11.343,0.0005217089149593892,587000468904450176,138.30765392298053,0.016009843,7.436688626260102,0.012428577,2.803469206343023,0.018897137,12.62426471710205,12.194532,12.888353,0.69382095,6268.1777,6227.735,6299.989,4.4708,4.4484,4.4974,-2.0758,-2.1416,-2.031,115,5.8700046890445E+17,138.307653922981,7.4366886262601,0.69382095,2925195847621683063,138.307554174481,7.43697961287935,1.10641470286861,MIS,0.5626259,GALEX J091313.8+072613,3,2566.1,2566.1,21.68016,0.1078528,15.70948,0.003049787,7.725694,0.7672538,1888.888,5.304516,0.06134914,138.11761,6.90685,1930.55,1944.823,,56.00239,53.86504,17,0.07176878,0.09086394,256,0.16544622204211012,0.20677662873275623,0.11362804200082238,12.681576371267244,12.080903957999178,12.45881849505994,15.265312226399999,0.6006724132680663,-1.2633231769444828
95,175,116,J0914+2351,138.637817,23.865112,-18.5,40.1,4604,37,1.29,0.09,-3.30,0.16,2.01,0.11,2.658,0.091,1,4975,1.87,LAMOST,13.205,0.050,0.031,13.986,13.072,13.403,12.829,11.228,10.588,1.1681304065271568e-05,687451026584918272,138.6378112816702,0.01527843,23.86510048564282,0.011384104,0.1156916912029688,0.020263704,12.871061325073242,12.163914,13.420377,1.256463,6099.179,6097.7095,6099.8154,2.8208,2.8134,2.829,-0.2181,-0.2197,-0.2173,116,6.87451026584918E+17,138.63781128167,23.8651004856428,1.256463,6377706395135902131,138.638000419728,23.8654059735054,1.26380151500229,AIS,0.4996718,GALEX J091433.1+235155,1,285,173,-999,-999,19.83486,0.08562226,-999,-999,42.27243,3.332837,0.0441027,138.74844,24.3548,1880.24,2048.166,,1.253307,1.316684,49,-99,-99,32,0.10693923904869003,0.14042227776475913,0.07963613588844604,13.27995472223524,12.084277864111554,12.764122086024551,19.515556452,1.1956768581236865,-1.127404450877206
96,177,117,J0918+5107,139.717010,51.122604,-35.6,40.6,5032,84,2.18,0.08,-3.24,0.13,1.81,0.15,1.922,0.084,0,4854,3.63,LAMOST,13.056,0.017,-9.900,13.706,13.009,13.294,12.900,11.442,10.914,7.607169534597417e-05,1019263054364445184,139.71694831600246,0.010830138,51.12253422833604,0.011099784,0.2658980271130994,0.015011044,12.83965015411377,12.238604,13.261131,1.0225277,5337.8394,5321.346,5355.4624,2.5929,2.5604,2.6311,-2.3609,-2.4539,-2.3098,117,1.01926305436445E+18,139.716948316002,51.122534228336,1.0225277,2502174141995561743,139.717153341092,51.1227150959941,0.799110658579912,NGS,0.5185194,GALEX J091852.1+510721,1,14387.05,10723.25,-999,-999,17.99373,0.002721231,-999,-999,230.4142,0.5773575,0.01484253,140.51064,50.98106,1805.109,1962.512,,6.831398,6.92903,393,-99,-99,256,0.037436689548186686,0.04820187703764985,0.027088562980541867,13.21292912296235,12.21151543701946,12.802213464565583,17.8862700828,1.0014136859428913,-1.4625690299425633
97,178,118,J0924+2651,141.204529,26.863159,-135.9,95.2,6299,61,3.98,0.02,-2.55,0.09,1.50,0.09,0.512,0.027,0,6287,4.26,LAMOST,12.003,0.023,0.022,12.317,11.942,12.152,11.899,11.035,10.730,0.00036096284721869845,694417115645865344,141.20422651018603,0.014077016,26.862918921310296,0.010713381,2.176995522368965,0.020031884,11.866454124450684,11.480275,12.093394,0.6131191,6548.051,6524.716,6563.202,4.1539,4.141,4.1637,-3.8309,-4.1356,-3.3536,118,6.94417115645865E+17,141.204226510186,26.8629189213103,0.6131191,6378445309901540689,141.204262449415,26.8630065570715,0.33593875257833,AIS,0.486586,GALEX J092449.0+265146,3,78,78,20.23107,0.2602088,14.8215,0.01191335,29.34765,7.031784,4279.564,46.94654,0.02764398,141.38531,26.40412,1905.98,1929.648,,126.882,125.4621,1,0.2726286,0.2848032,0,0.07529115951840605,0.09363127579511273,0.05132303826626879,11.999762724204887,11.428951961733732,11.791162964932278,14.6213575848,0.5708107624711545,-0.9553664957131875
98,181,121,J0934+3511,143.739014,35.192013,-113.0,31.0,6436,146,4.39,0.06,-3.23,0.17,1.09,0.30,0.140,0.074,0,6375,4.43,LAMOST,15.286,0.017,0.006,15.551,15.240,15.354,15.172,14.290,14.074,5.941054768060292e-05,797628620038732800,143.73894883367734,0.027702658,35.19199010246495,0.021606568,0.6990357215478138,0.03589328,15.170783996582031,14.784832,15.396018,0.611186,6712.4556,6665.998,6739.7944,4.528,4.5045,4.5489,-3.0913,-3.3422,-2.4535,121,7.97628620038733E+17,143.738948833677,35.1919901024649,0.611186,6378445235811255263,143.739099290775,35.1920295479645,0.464866589767028,AIS,0.3165786,GALEX J093457.3+351131,1,109,109,-999,-999,17.79253,0.04395869,-999,-999,277.3233,11.22539,0.01256852,144.00089,35.42566,1919.17,1943.482,,8.222178,8.505173,0,-99,-99,0,0.034169626981888114,0.04251811580584609,0.02332999649380028,15.353499884194154,14.7615020035062,15.136614369600142,17.7015339152,0.5919978806879538,-1.317236305853732
99,179,119,J0934-0108,143.536697,-1.140386,-8.2,88.5,5155,44,2.73,0.04,-2.34,0.09,1.52,0.05,1.414,0.042,0,5237,1.95,LAMOST,11.92,0.039,0.032,12.455,11.814,12.305,11.748,10.389,9.876,0.00022806717104740772,3839553874742783488,143.5364761962519,0.017580919,-1.1403712037494282,0.024221718,0.7934922019082886,0.018889235,11.71346664428711,11.136436,12.105925,0.96948814,,,,,,,,,,119,3.83955387474278E+18,143.536476196252,-1.14037120374943,0.96948814,2928221703619219391,143.536037397961,-1.14036810201416,1.57940044773854,MIS,0.3459103,GALEX J093408.6-010825,1,1661.25,1661.25,-999,-999,16.42996,0.006200692,-999,-999,972.7839,5.554266,0.03812164,143.84972,-0.99445,1993.163,1933.818,,28.84143,28.06606,0,-99,-99,256,0.09740192389146458,0.12469763614025486,0.06978601422108134,11.981227363859745,11.066649985778918,11.616064720395645,16.153959326400003,0.9145773780808266,-1.5042602754124799
100,180,120,J0934-0259,143.657944,-2.991637,164.6,75.9,6051,82,4.38,0.02,-1.85,0.08,1.35,0.07,0.043,0.032,0,6141,4.36,LAMOST,12.473,0.038,0.013,12.827,12.371,12.883,12.531,11.368,11.047,0.0003617136658121566,3825723324135587456,143.65763220653378,0.013903298,-2.9918149159459664,0.010720657,2.994438213781766,0.015506886,12.325005531311035,11.89462,12.589641,0.6950207,6250.3647,6243.286,6279.8438,4.4011,4.3961,4.4055,-1.778,-1.7936,-1.7536,120,3.82572332413559E+18,143.657632206534,-2.99181491594597,0.6950207,6378374884249045681,143.657956987957,-2.99164019623577,1.32625981893153,AIS,0.1766699,GALEX J093437.9-025929,3,215,215,21.56635,0.2546511,15.52509,0.01100516,8.579469,2.01176,2238.533,22.68455,0.04140921,143.48718,-3.03779,1938.452,1932.266,,66.3688,65.98734,136,0.07970002,0.09069106,0,0.11132889904075004,0.13929049558001602,0.07666526529149062,12.450350504419985,11.81795473470851,12.213676632270285,15.2252873196,0.6323957697114757,-1.2102907148356277
101,182,122,J0938+2900,144.677963,29.003345,87.6,28.2,6583,167,4.07,0.05,-2.51,0.26,2.05,0.30,0.499,0.071,0,6311,4.03,LAMOST,14.741,0.026,0.022,15.141,14.671,14.832,14.662,13.876,13.603,7.400986998818586e-05,696393389012826624,144.6779184167547,0.021534028,29.003279560101337,0.016200896,0.6166353440248721,0.027287534,14.694280624389648,14.317776,14.909344,0.591568,6524.3687,6491.0435,6556.612,3.9709,3.9479,4.0114,-2.8897,-3.1381,-2.639,122,6.96393389012827E+17,144.677918416755,29.0032795601013,0.591568,6378445225075937007,144.678009986859,29.0034285060215,0.608801636281105,AIS,0.3624488,GALEX J093842.7+290012,3,210,209,22.11743,0.4166309,17.35113,0.02414888,5.164524,1.981308,416.4339,9.260048,0.01805324,144.97773,28.75345,1924.783,1925.442,,12.34657,12.58847,0,0.04797648,0.02914758,0,0.049294642275738945,0.06122294704079867,0.03353789471490415,14.848121052959202,14.284238105285096,14.64498598211391,17.2204245424,0.5638829476741058,-1.1390952418713365
102,185,123,J0940-0144,145.227081,-1.748544,195.8,11.8,6198,72,3.80,0.03,-2.09,0.23,2.70,0.30,0.664,0.037,0,5800,3.79,LAMOST,14.13,0.034,0.022,14.608,14.039,14.438,14.153,13.166,12.786,8.993018778860541e-05,3827417744568523136,145.22700185088775,0.019319322,-1.7485215509334993,0.018603917,0.6386280616240684,0.0215928,14.218749046325684,13.751589,14.508953,0.7573643,6222.096,6145.558,6292.9785,3.8535,3.7754,3.9473,-1.5298,-1.7754,-1.3446,123,3.82741774456852E+18,145.227001850888,-1.7485215509335,0.7573643,2927412463061173941,145.22741988946,-1.74796416380296,2.50781800927517,MIS,0.5100763,GALEX J094054.5-014452,1,2373.5,2373.5,-999,-999,17.47393,0.005382993,-999,-999,371.9005,1.843405,0.02987571,145.5286,-1.33622,1775.484,1968.175,,11.02623,11.0339,17,-99,-99,256,0.07927994268785461,0.09975742460950576,0.05516723877795872,14.409195575390495,13.696421761222041,14.139469103637829,17.257629859599998,0.7127738141684539,-1.5941489788206358
103,187,125,J0946+1803,146.689774,18.057930,-131.4,18.3,4847,40,2.49,0.28,-3.60,0.18,1.86,0.18,1.547,0.280,1,5083,2.26,LAMOST,14.138,0.033,0.024,14.826,14.050,14.363,13.816,12.409,11.781,1.1797330289877324e-05,621148757442499712,146.68977965379096,0.016255487,18.057913059075638,0.01227783,0.041580161459894835,0.019927153,13.877704620361328,13.223338,14.355085,1.1317472,,,,,,,,,,125,6.211487574425E+17,146.689779653791,18.0579130590756,1.1317472,6377671227943684753,146.689881869499,18.0581280837303,0.849475863620055,AIS,0.2759691,GALEX J094645.5+180329,1,240,112,-999,-999,19.92782,0.08105227,-999,-999,38.8037,2.896067,0.02573529,146.9789,18.03274,2091.253,2107.198,,1.150465,1.062274,0,-99,-99,0,0.06370726096188982,0.08277809056393992,0.04673841391666927,14.272306909436061,13.17659958608333,13.813997359399439,19.7414965004,1.0957073233527304,-1.2583057217540752
104,186,124,J0946-0705,146.697113,-7.092810,112.1,43.4,6029,96,3.97,0.03,-2.06,0.13,1.43,0.11,0.446,0.042,0,6000,3.81,LAMOST,12.275,0.036,0.016,12.575,12.178,12.329,12.059,11.166,10.835,6.430988181574318e-05,3819995899346803840,146.69718367759089,0.020492671,-7.092825778128456,0.020554135,2.155173325845435,0.02453478,12.11039924621582,11.688754,12.361356,0.6726017,6479.0205,6458.364,6494.4507,4.1122,4.0763,4.144,-2.1357,-2.2858,-1.9951,124,3.8199958993468E+18,146.697183677591,-7.09282577812846,0.6726017,6381998919671352222,146.697317970104,-7.09278196608389,0.505014833790899,AIS,0.4053773,GALEX J094647.3-070534,3,172,172,21.27011,0.2832336,15.26644,0.01036497,11.27085,2.939488,2840.689,27.11203,0.03758368,147.02719,-7.33201,1942.766,1933.147,,84.22172,84.05796,0,0.104702,0.08212591,0,0.10140347219421775,0.12666169621506682,0.0696363174844267,12.234694303784934,11.619117682515572,12.008995774021603,14.994334156799999,0.6155766212693621,-1.1173131276666748
